listing_title,tradein_title,listing_price,tradein_value,difference,location,url
iPhone 11 BOX ONLY,iPhone 11,15.0,170,155.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/387435074284775/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Casetify IPhone 11 Pro Max cases!,iPhone 11,10.0,170,160.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/861528346004600/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 12 pro max,iPhone 12 Pro Max,185.0,350,165.0,"Garden City, KS",https://www.facebook.com/marketplace/item/645268311149239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
se venden iPhone 12 pro max para repuesto ya que esta bloquedo,iPhone 12 Pro,100.0,270,170.0,"Denver, CO",https://www.facebook.com/marketplace/item/1420038105542699/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro,iPhone 13 Pro,200.0,370,170.0,"Denver, CO",https://www.facebook.com/marketplace/item/977540070545188/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 14 pro max,iPhone 14,200.0,370,170.0,"Denver, CO",https://www.facebook.com/marketplace/item/779856204235441/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12 Pro Max,iPhone 12 Pro,84.0,270,186.0,"Littleton, CO",https://www.facebook.com/marketplace/item/7296224217167210/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple Iphone 11 Pro Max Unlocked,iPhone 11 Pro Max,71.0,270,199.0,"Pueblo, CO",https://www.facebook.com/marketplace/item/1411912126087698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Casetify IPhone 11 Pro Max cases!,iPhone 11 Pro,10.0,220,210.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/861528346004600/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
se venden iPhone 12 pro max para repuesto ya que esta bloquedo,iPhone 12 Pro Max,100.0,350,250.0,"Denver, CO",https://www.facebook.com/marketplace/item/1420038105542699/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Casetify IPhone 11 Pro Max cases!,iPhone 11 Pro Max,10.0,270,260.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/861528346004600/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12 Pro Max,iPhone 12 Pro Max,84.0,350,266.0,"Littleton, CO",https://www.facebook.com/marketplace/item/7296224217167210/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14 pro max,iPhone 14,69.0,370,301.0,"Commerce City, CO",https://www.facebook.com/marketplace/item/1883569525490701/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 14 pro max,iPhone 14 Pro,200.0,520,320.0,"Denver, CO",https://www.facebook.com/marketplace/item/779856204235441/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 14 pro max,iPhone 14 Pro Max,200.0,630,430.0,"Denver, CO",https://www.facebook.com/marketplace/item/779856204235441/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14 pro max,iPhone 14 Pro,69.0,520,451.0,"Commerce City, CO",https://www.facebook.com/marketplace/item/1883569525490701/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14 pro max,iPhone 14 Pro Max,69.0,630,561.0,"Commerce City, CO",https://www.facebook.com/marketplace/item/1883569525490701/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Unlocked,iPhone 13,,300,,"Fort Morgan, CO",https://www.facebook.com/marketplace/item/1651584131916784/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
