title,mileage,price,location,link,date_scraped
V tech toys cars,,$20,Ships to you,www.facebook.com/marketplace/item/5523972820997472/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Pile of random toy cars from estate clean out,,$5,Ships to you,www.facebook.com/marketplace/item/1124160385152243/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Mystery box toy cars,,$45,Ships to you,www.facebook.com/marketplace/item/1622870951461016/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
7 Matchbox Cars - NEW IN PACKAGE!,,$24,Ships to you,www.facebook.com/marketplace/item/3285890721660180/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Large Lot of Disney Pixar Cars GeoTrax,,$75,Ships to you,www.facebook.com/marketplace/item/1837974979746668/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
The Chevron Cars Leo Limo Collectible Car 2000 25th Edition,,$10,Ships to you,www.facebook.com/marketplace/item/1611665425929607/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Pixar Cars T.J. Hummer Vehicles,,$20,Ships to you,www.facebook.com/marketplace/item/5630778780345498/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Three 2 1/2 In Cars,,$5,Ships to you,www.facebook.com/marketplace/item/699767998402523/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Cars,,$6,Ships to you,www.facebook.com/marketplace/item/603670810633946/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Disney Pixar Cars, Chisaki",,$10,Ships to you,www.facebook.com/marketplace/item/1264787210997062/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Car Track Toy,,$5,"Goodyear, AZ",www.facebook.com/marketplace/item/1235684270495889/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Cars Racetracks,,$40,Ships to you,www.facebook.com/marketplace/item/626380462472193/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Little Collection Toy Cars,,$3,Ships to you,www.facebook.com/marketplace/item/718702952786151/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Pixar Cars LIGHTING MCQUEEN BUG MOUTH Mattel Toy Car.,,$9,Ships to you,www.facebook.com/marketplace/item/5778656565505054/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney pixar cars bling bling lighting McQueen dinoco die-cast,,$4,Ships to you,www.facebook.com/marketplace/item/691221206042678/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Super Mario Character Cars Mario Diecast Car [2021],,$7,Ships to you,www.facebook.com/marketplace/item/555089826303622/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars Except Black Car,,$55,Ships to you,www.facebook.com/marketplace/item/1423728591765547/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars Toys.,,$35,"Riverside, CA",www.facebook.com/marketplace/item/1382333365912311/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Matchbox 2001 Anniversary “Kids Cars Of The Year” #72 Volkswagen Microbus,,$10,Ships to you,www.facebook.com/marketplace/item/1850544181811382/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Set of 20 1:64 Scale Toy Trucks and Cars for Kids & Collectors,,$25,"North Las Vegas, NV",www.facebook.com/marketplace/item/733754288095877/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Step 2 Cars Dresser/toy Storage,,$20,"Goodyear, AZ",www.facebook.com/marketplace/item/1237045903549645/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Diecast MOC Lot Star Wars And Character Cars Disney Exclusive Car,,$10,Ships to you,www.facebook.com/marketplace/item/1365722710625428/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Toy Cars - Zuru Metal Machines 10 Car Pack,,$20,Ships to you,www.facebook.com/marketplace/item/496043802050729/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Melissa & Doug K's Kids Pull-back Cars Set Of 4,,$10,"Flagstaff, AZ",www.facebook.com/marketplace/item/556400006044935/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hotwheels Super Mario Character Cars,,$4,"Escondido, CA",www.facebook.com/marketplace/item/3341243086197132/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
5 hotwheels mattel toy cars 1979,,$5,Ships to you,www.facebook.com/marketplace/item/917607055861668/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars Toys With Sounds And Lights.,,$20,"Riverside, CA",www.facebook.com/marketplace/item/1362404501224718/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Disney Pixar Cars, Lightning McQueen with Raving Wheels",,$10,Ships to you,www.facebook.com/marketplace/item/603420467819123/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2006 Ford taurus SEL Sedan 4D,150K miles,"$2,250","Coolidge, AZ",www.facebook.com/marketplace/item/1254384252078742/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2011 Nissan altima,130K miles · Dealership,"$5,899","Tucson, AZ",www.facebook.com/marketplace/item/516708050558269/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars Toy,,$5,Ships to you,www.facebook.com/marketplace/item/860182015077848/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2 redcat rock crawlers,,$300,"Mesa, AZ",www.facebook.com/marketplace/item/1612906945820810/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2013 Ford explorer,143K miles,"$1,000","Phoenix, AZ",www.facebook.com/marketplace/item/371046821814152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Rc Cars,,$20,"Tucson, AZ",www.facebook.com/marketplace/item/707559864297430/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2019 Nissan altima 2.5 S Sedan 4D,92K miles · Dealership,"$17,000","Surprise, AZ",www.facebook.com/marketplace/item/663775005329181/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Tons Hotwhells Cars,,$400,Ships to you,www.facebook.com/marketplace/item/1150911735805881/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2010 Dodge caliber SXT Sport Wagon 4D,122K miles,"$2,900","Glendale, AZ",www.facebook.com/marketplace/item/592879809306476/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
,,"$25,999","Phoenix, AZ",www.facebook.com/marketplace/item/634645625024266/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
13 various cars $5 each or all for $30.,,$5,"Maricopa, AZ",www.facebook.com/marketplace/item/1648764342247284/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
NASCAR stock cars READ DESCRIPTION,,$1,Ships to you,www.facebook.com/marketplace/item/612900027087307/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Battery operated cars,,$10,"Glendale, AZ",www.facebook.com/marketplace/item/521787883144864/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Auto care,,$100,"Tucson, AZ",www.facebook.com/marketplace/item/689218825998215/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
1/43 diecast cars from various manufacturers $10 each or $35 for all five.,,$10,"Maricopa, AZ",www.facebook.com/marketplace/item/1819799001728287/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Flat bed 24/7,,$60,"Phoenix, AZ",www.facebook.com/marketplace/item/689311249646715/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars,,$60,Ships to you,www.facebook.com/marketplace/item/652144772685249/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Goofy - Disney Mickey and Friends Character Cars - Hot Wheels (2019) LOOSE 3x1x1,,$2,Ships to you,www.facebook.com/marketplace/item/721531669588480/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Tomica Cars Lotus '78 Ford,,$25,Ships to you,www.facebook.com/marketplace/item/483868006905994/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
6 Cars,,$10,Ships to you,www.facebook.com/marketplace/item/513214330691337/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Cars Walkin' Talkin' Lightning McQueen, Mack Superliner Truck Hauler Playset n5576, Disney Pixar Car",,$60,Ships to you,www.facebook.com/marketplace/item/2165300513676730/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Tootsie Toy Cars,,$25,Ships to you,www.facebook.com/marketplace/item/509012481214554/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Cars,,$12,Ships to you,www.facebook.com/marketplace/item/859867558629477/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
14 Vintage Toy Cars,,$40,Ships to you,www.facebook.com/marketplace/item/869355630956939/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Cars Batman,,$30,Ships to you,www.facebook.com/marketplace/item/666848038449316/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"TOY CARS
MATCHBOX-SWAMPRAT
HOT WHEELS-JAGUAR
           GOBOTS
MISSILE LAUNCHER 
ARMY JEEP
AMBULANCE",,$7,Ships to you,www.facebook.com/marketplace/item/874436097113806/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Cars Vintage,,$111,"Tucson, AZ",www.facebook.com/marketplace/item/467978348635022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Matchbox cars,,$20,Ships to you,www.facebook.com/marketplace/item/1197678047504606/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Barbie cars,,$10,"Washington, UT",www.facebook.com/marketplace/item/484986150478957/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Disney Pixar Cars 3, total of 9 Cars.",,$87,Ships to you,www.facebook.com/marketplace/item/664872878027339/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
10 nascar Hotwheels Racing Champions Winners Circle Toy Cars Nos Sealed In Package Vintage,,$29,Ships to you,www.facebook.com/marketplace/item/692466725752813/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Cars Mini Race Cars,,$14,Ships to you,www.facebook.com/marketplace/item/820127459267485/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Set Of 3 Toy Cars,,$3,Ships to you,www.facebook.com/marketplace/item/3069568743291091/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Lightweight Plastic Toy Cars #2,,$5,Ships to you,www.facebook.com/marketplace/item/1181106012493431/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
F 550   24/7,,$70,"Phoenix, AZ",www.facebook.com/marketplace/item/947039903325176/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Cars Sheriff Car & Keychain ~ NEW,,$6,Ships to you,www.facebook.com/marketplace/item/883333196168370/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney cars mini cars,,$14,Ships to you,www.facebook.com/marketplace/item/429494799377325/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Star Wars Character Cars 2022 COMPLETE SET,,$35,Ships to you,www.facebook.com/marketplace/item/5736886066348025/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
10 toy cars. Great stocking stuffers!,,$6,Ships to you,www.facebook.com/marketplace/item/888059562396490/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
#5  11 Disney Pixar Cars,,$20,Ships to you,www.facebook.com/marketplace/item/408068831189201/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
ASSORTED HOTWHEELS-MALAYSIA DIECAST CARS LOT OF 6,,$6,Ships to you,www.facebook.com/marketplace/item/5285391768227580/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Misc cars,,$5,Ships to you,www.facebook.com/marketplace/item/323236603220739/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
microcharger tracks and cars,,$65,Ships to you,www.facebook.com/marketplace/item/3469096296750151/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Disney Cars Mini Racers - On The Road - Gray, The King, Dinoco Lightning Mcqueen",,$14,Ships to you,www.facebook.com/marketplace/item/738164644337422/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Mario Kart Toy Race Cars,,$25,Ships to you,www.facebook.com/marketplace/item/2331870283656307/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Matchbox cars,,$5,Ships to you,www.facebook.com/marketplace/item/3033134243658534/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hotwheels and Matchbox Cars Vintage to Newer,,$35,Ships to you,www.facebook.com/marketplace/item/1173529076615336/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
